,label_norm,headline_text,subject,stateinfo,partyaffiliation,barelytruecounts_norm,falsecounts_norm,halftruecounts_norm,mostlytrueocunts_norm,pantsonfirecounts_norm,clickbait_score_norm,clean,sentiment_vector,vader_polarity,sentiment_score,index,topic_number,lda_score,topic_top_words
8362,-1.176990801292362,"By allowing brewpubs to sell beer, Georgia could become like Mexico with only a couple of manufacturers controlling all aspects of market.","Alcohol,state-finances",Georgia,none,-0.6619854037139481,-0.5463429171430514,-0.5312810064060147,-0.509050973936079,-0.4440485826870501,-0.5030017498122535,allow brewpub sell beer georgia could becom like mexico coupl manufactur control aspect market,"[0.0, 0.732, 0.268, 0.5267]",0,0.5267,8362,4,0.45600655674934387,percent rate vote state bill health florida year obama time
8365,0.8496243121883177,Today we stand as the highest-performing urban school district in America.,education,Florida,none,-0.6619854037139481,-0.5843873494811581,-0.5059453606810765,-0.509050973936079,-0.4440485826870501,0.6695921361697673,today stand highest perform urban school district america,"[0.0, 1.0, 0.0, 0.0]",0,0.0,8365,8,0.6667774319648743,state health care rate unit percent county school spend country
8366,0.8496243121883177,"The CBO found that the House Republican health care plan would lower premiums by ""up to about 10 percent"" and, for purchasers in the individual market, ""those cost savings could even be higher.""",health-care,Louisiana,republican,-0.6137566841742058,-0.5843873494811581,-0.5312810064060147,-0.48394526588228104,-0.4440485826870501,1.0115986862478565,co found hous republican health care plan would lower premium percent purchas individu market cost save could even higher,"[0.089, 0.65, 0.26, 0.6369]",0,0.6369,8366,8,0.9297782778739929,state health care rate unit percent county school spend country
8367,0.8496243121883177,I just want to assure [you] were not talking about cutting Medicare benefits.,"health-care,medicare",Illinois,democrat,2.7140249640680096,2.1167673465244192,3.522422309584104,3.5831794388329943,0.33938311463871024,2.0864764150647095,want assure talk cut medical benefit,"[0.194, 0.185, 0.62, 0.5574]",1,0.5574,8367,1,0.6071337461471558,million said health romney govern care weve budget month vote
8368,0.8496243121883177,"When we had a conservative Republican president we were losing 750,000 jobs a month.","economy,jobs",Florida,democrat,-0.3243843669357523,-0.24198745843819763,-0.3285958406065088,-0.13246535312910912,-0.18290468357846335,0.3275855860916776,conserve republican presid lose job month,"[0.351, 0.649, 0.0, -0.4019]",0,-0.4019,8368,8,0.8499550223350525,state health care rate unit percent county school spend country
8369,0.8496243121883177,"After one year, Tennessees students made their biggest single-year jump in achievement ever recorded in the state.",education,Illinois,democrat,-0.6137566841742058,-0.5082984848049447,-0.5059453606810765,-0.45883955782848307,-0.4440485826870501,0.18101135034392538,one year tennessee student made biggest singl year jump achiev ever record state,"[0.0, 1.0, 0.0, 0.0]",0,0.0,8369,0,0.9099725484848022,year state feder make fund public iller obama offic would
8370,-1.176990801292362,Bill McCollum diverted a state plane to his home 53 times. A state auditor called it: likely a misuse of state resources.,"ethics,legal-issues,state-budget,transparency",Florida,republican,-0.6137566841742058,-0.5843873494811581,-0.5312810064060147,-0.509050973936079,-0.4440485826870501,0.13215327176134112,bill mccollum divert state plane home time state auditor call like miss state resource,"[0.099, 0.745, 0.155, 0.2263]",0,0.2263,8370,6,0.9099748730659485,state peopl million percent text support sent would country american
8372,-1.176990801292362,Poll after poll after poll shows me beating Hillary.,polls,Texas,republican,1.074248499716773,0.6710789176763636,-0.15124632053194115,-0.032042520913917134,0.2523351482691813,-1.6267375572116902,poll poll poll show beat hillary,"[0.0, 1.0, 0.0, 0.0]",0,0.0,8372,9,0.849986732006073,year peopl american health woman clinton care sinc trump million
8373,0.8496243121883177,The people in Massachusetts like (the state health care plan) by about a 3-1 margin.,"health-care,polls,states",Massachusetts,republican,0.9777910606372885,0.6330344853382569,0.9381864456404031,0.3194373918392548,1.2098627783339995,0.3275855860916776,peopl massachusetts like state health care plan margin,"[0.0, 0.513, 0.487, 0.6908]",0,0.6908,8373,8,0.8874777555465698,state health care rate unit percent county school spend country
8374,-1.176990801292362,"Says 23 percent of ninth graders in Newark will graduate with a high school diploma in four years and we spend $100,000 on their education in those four years, more than is spent on any other set of students in the United States.",education,New Jersey,republican,-0.17969820831652553,0.06236800026665614,0.15278142816731774,-0.032042520913917134,0.2523351482691813,0.08329519317875687,say percent ninth grader newark graduate high school diploma four year spend educ four year spent set student unit state,"[0.0, 1.0, 0.0, 0.0]",0,0.0,8374,3,0.9399885535240173,percent year state plan would time spend averag last nation
8375,-1.176990801292362,Says President Barack Obama is trying to pack the D.C. Circuit Court of Appeals.,legal-issues,Iowa,republican,-0.6619854037139481,-0.5463429171430514,-0.4806097149561383,-0.509050973936079,-0.4440485826870501,-0.7961502213077588,say presid barack obama tri pack c circuit court appeal,"[0.0, 1.0, 0.0, 0.0]",0,0.0,8375,2,0.8199871182441711,obama presid barack state percent wisconsin billion sinc feder debt
8377,-1.176990801292362,Says less than half of 1 percent of all the Texas legislators who ever served draw a benefit from pensions tied to the salaries of state district judges.,pensions,Texas,republican,-0.6619854037139481,-0.5463429171430514,-0.5312810064060147,-0.509050973936079,-0.4440485826870501,1.0604567648304408,say le half percent text legis ever serv draw benefit pension tie salary state district judg,"[0.0, 0.833, 0.167, 0.4588]",0,0.4588,8377,3,0.5649315118789673,percent year state plan would time spend averag last nation
8378,-1.176990801292362,"Bob Menendez just voted to increase the governments debt ceiling to $1.9 TRILLION! In his 19 years in Congress, Menendez has helped overspend America over $15 TRILLION into debt.","deficit,federal-budget",New Jersey,republican,-0.6137566841742058,-0.5463429171430514,-0.5312810064060147,-0.509050973936079,-0.4440485826870501,-0.9427244570555116,bob menendez vote increas govern debt cell trillion year congress menendez help overspend america trillion debt,"[0.242, 0.628, 0.13, -0.3182]",0,-0.3182,8378,2,0.712563157081604,obama presid barack state percent wisconsin billion sinc feder debt
8379,-1.176990801292362,I havent really proposed (phasing out aid to Israel) in the past.,"federal-budget,foreign-policy,israel",Kentucky,republican,-0.3243843669357523,-0.28003189077630436,-0.27792454915663234,-0.2077824772905031,-0.18290468357846335,0.620734057587183,havent really propos phase aid israel past,"[0.0, 1.0, 0.0, 0.0]",0,0.0,8379,5,0.8199700117111206,presid state every obama country dollar economi would unit call
8380,-1.176990801292362,"Says Rep. Tammy Duckworth has been a staunch supporter of expanding the spending, size and reach of the IRS.",taxes,Illinois,republican,-0.5655279646344635,-0.5463429171430514,-0.4806097149561383,-0.509050973936079,-0.4440485826870501,0.08329519317875687,say rep tammy duckworth staunch support expand spend size reach ir,"[0.0, 0.567, 0.433, 0.6249]",0,0.6249,8380,1,0.8499736785888672,million said health romney govern care weve budget month vote
8381,-1.176990801292362,One of George Soros companies has provided some of the (voting) machines for some states.,elections,Wisconsin,republican,-0.4208418060152368,-0.5463429171430514,-0.3792671320563853,-0.48394526588228104,-0.2699526499479923,-0.2587113568993326,one george sort company provid vote machin state,"[0.0, 1.0, 0.0, 0.0]",0,0.0,8381,7,0.8499481081962585,vote help state year bill democrat company money educ took
8382,0.8496243121883177,Says the Obama administration will no longer enforce the Defense of Marriage Act (DOMA).,"gays-and-lesbians,marriage",Florida,republican,-0.6137566841742058,-0.5463429171430514,-0.5059453606810765,-0.509050973936079,-0.4440485826870501,-0.3564275140645011,say obama administr longer enforce defens marriage act doma,"[0.0, 1.0, 0.0, 0.0]",0,0.0,8382,2,0.8714118003845215,obama presid barack state percent wisconsin billion sinc feder debt
8383,-1.176990801292362,And the revenue generated by drilling off Virginias coast? $40 million over 10 years.,"energy,state-finances",Virginia,democrat,-0.5655279646344635,-0.5463429171430514,-0.5059453606810765,-0.3584167256132911,-0.3570006163175212,-0.2587113568993326,revenu generat drill virginia coast million year,"[0.0, 1.0, 0.0, 0.0]",0,0.0,8383,9,0.8874715566635132,year peopl american health woman clinton care sinc trump million
8384,0.8496243121883177,Mitt Romney gave away his fathers inheritance.,"candidates-biography,wealth",Wisconsin,republican,-0.5655279646344635,-0.12785416142387748,-0.3285958406065088,-0.43373384977468504,-0.3570006163175212,-0.6984340641425906,mitt romney gave away father inherit,"[0.0, 1.0, 0.0, 0.0]",0,0.0,8384,1,0.8199654817581177,million said health romney govern care weve budget month vote
8385,0.8496243121883177,"There are only four countries in the world that ... legalize abortion after five months -- China, North Korea, Canada and the U.S.",abortion,California,republican,-0.4208418060152368,-0.39416518779062454,-0.42993842350626177,-0.43373384977468504,-0.2699526499479923,0.18101135034392538,four country world legal abort five month china north korea canada u,"[0.0, 0.87, 0.13, 0.128]",0,0.128,8385,8,0.550563633441925,state health care rate unit percent county school spend country
8386,0.8496243121883177,"First, he (Obama) opposed the surge. Then he confidently predicted that it would fail. Then he tried to prevent funding for the troops who carried out the surge.",iraq,Arizona,republican,0.8331049020180618,0.899345511705004,0.2541240110670707,0.4198602240544468,0.2523351482691813,0.9627406076652723,first obama oppos surg confid predict would fail tri prevent fund troop carry surg,"[0.211, 0.723, 0.066, -0.5267]",0,-0.5267,8386,0,0.909981369972229,year state feder make fund public iller obama offic would
8387,-1.176990801292362,Says Cathy Jordan was arrested and dragged out of her home by a SWAT team of hooligans for using medical marijuana.,"crime,drugs,health-care,marijuana",Florida,democrat,-0.6137566841742058,-0.5463429171430514,-0.5312810064060147,-0.509050973936079,-0.4440485826870501,-0.20985327831674835,say lathi jordan arrest drag home swat team hooligan use medic marijuana,"[0.43, 0.57, 0.0, -0.7003]",0,-0.7003,8387,9,0.8499680757522583,year peopl american health woman clinton care sinc trump million
8388,-1.176990801292362,"Under energy efficiency legislation sponsored by U.S. Sen. Jeanne Shaheen, federal bureaucrats could take over the local building code enforcement in your city if so-called green mandates are not complied with quickly enough.","energy,government-regulation,new-hampshire-2012",Texas,republican,0.7848761824783195,0.5569456206620436,0.5328161140413914,0.06838031130127485,1.1228148119644705,-0.20985327831674835,energy offici legis sponsor u sen jeans shaheed feder bureaucrat could take local build code enforce citi call green mandat compli quick enough,"[0.0, 0.909, 0.091, 0.2732]",0,0.2732,8388,2,0.41837799549102783,obama presid barack state percent wisconsin billion sinc feder debt
8389,0.8496243121883177,"Currently, Florida is one of only five states in the nation that prohibit citizens from buying electricity from companies that will put solar panels on your home or business.",energy,Florida,none,-0.6619854037139481,-0.5843873494811581,-0.5312810064060147,-0.48394526588228104,-0.4440485826870501,1.4024633149085306,current florida one five state nation prohibit citizen buy elect company put solar panel home busi,"[0.0, 1.0, 0.0, 0.0]",0,0.0,8389,6,0.6933526396751404,state peopl million percent text support sent would country american
8390,-1.176990801292362,The claim that 97 percent of scientists believe humans are causingclimate change has been debunked by the head of the United Nations Intergovernmental Panel on Climate Change. That number was pulled out of thin air.,"climate-change,corrections-and-updates,polls,science",Pennsylvania,republican,-0.08324076923704103,0.024323567928549415,-0.20191761198181762,-0.33331101755949305,-0.008808750839405478,0.9138825290826881,claim percent scientist believ human causingclim chang debunk head unit nation intergovernment panel climat chang number pull thin air,"[0.0, 0.933, 0.067, 0.0772]",0,0.0772,8390,3,0.9249854683876038,percent year state plan would time spend averag last nation
8391,0.8496243121883177,Says Tom Cotton voted to turn Medicare into a voucher system.,medicare,Arkansas,democrat,-0.5655279646344635,-0.5843873494811581,-0.5312810064060147,-0.48394526588228104,-0.4440485826870501,-1.5778794786291062,say tom cotton vote turn medical voucher system,"[0.0, 1.0, 0.0, 0.0]",0,0.0,8391,1,0.8499642610549927,million said health romney govern care weve budget month vote
8392,-1.176990801292362,The significant drop in Floridas unemployment rate is a good economic sign.,economy,Florida,republican,0.688418743398835,0.2906345942952965,0.4314735311416384,0.3445430998930528,0.16528718189965239,-0.6007179069774221,significa drop florida unemploy rate good econom sign,"[0.191, 0.545, 0.264, 0.2023]",0,0.2023,8392,4,0.8999714255332947,percent rate vote state bill health florida year obama time
8393,0.8496243121883177,"Federal spending is all discretionary, other than interest on the national debt. Social Security is discretionary. We have the discretion to change the law. Same is true with Medicare and Medicaid.","federal-budget,pundits,abc-news-week",Maryland,columnist,-0.3243843669357523,-0.3561207554525178,-0.45527406923120006,-0.38352243366708905,-0.3570006163175212,0.5230179004220146,feder spend discretionary interest nation debt social secur discretionary discrete chang law true medical medicaid,"[0.123, 0.591, 0.286, 0.5106]",0,0.5106,8393,3,0.9249815940856934,percent year state plan would time spend averag last nation
8394,0.8496243121883177,"By age 65, the average woman will have lost $431,000 throughout her working career was a result of the pay gap.","jobs,women,workers",Virginia,democrat,-0.6137566841742058,-0.5843873494811581,-0.5312810064060147,-0.48394526588228104,-0.4440485826870501,0.7184502147523516,age averag woman lost throughout work career result pay gap,"[0.316, 0.684, 0.0, -0.4019]",0,-0.4019,8394,9,0.6050270795822144,year peopl american health woman clinton care sinc trump million
8395,0.8496243121883177,Says crime is rising in Manchester and has gone up 19 percent under Mayor Ted Gatsas.,crime,New Hampshire,republican,-0.6619854037139481,-0.5463429171430514,-0.5059453606810765,-0.509050973936079,-0.3570006163175212,-0.11213712115158013,say crime rise matches gone percent mayor ted gats,"[0.304, 0.696, 0.0, -0.5423]",0,-0.5423,8395,8,0.8499677181243896,state health care rate unit percent county school spend country
8396,0.8496243121883177,"I am the only candidate that has endorsed Bernie Sanders for President. In PA, Ive got Bernies back.",elections,PA - Pennsylvania,democrat,-0.6619854037139481,-0.5843873494811581,-0.5312810064060147,-0.509050973936079,-0.4440485826870501,1.109314843413025,candid vendors bernie sander presid pa ive got bernie back,"[0.0, 1.0, 0.0, 0.0]",0,0.0,8396,5,0.8874855041503906,presid state every obama country dollar economi would unit call
8397,0.8496243121883177,"John McCain ""took on the drug industry.""",health-care,Arizona,republican,0.8331049020180618,0.899345511705004,0.2541240110670707,0.4198602240544468,0.2523351482691813,-1.284731007133601,john mccain took drug industry,"[0.0, 1.0, 0.0, 0.0]",0,0.0,8397,7,0.849979817867279,vote help state year bill democrat company money educ took
8398,-1.176990801292362,War for the soul of the TxDems: 57% of Dem incumbents for Tx House LOST their primary.,elections,Texas,republican,-0.5172992450947212,-0.5463429171430514,-0.5059453606810765,-0.43373384977468504,-0.3570006163175212,1.0115986862478565,war soul them dem income tx hous lost primary,"[0.422, 0.408, 0.17, -0.5719]",-1,-0.5719,8398,4,0.7749337553977966,percent rate vote state bill health florida year obama time
8400,0.8496243121883177,On recusing herself from cases after receiving a campaign contribution,"campaign-finance,legal-issues",Wisconsin,none,-0.6619854037139481,-0.5843873494811581,-0.5312810064060147,-0.48394526588228104,-0.4440485826870501,-0.8938663784729273,recur case receiv campaign contribut,"[0.0, 1.0, 0.0, 0.0]",0,0.0,8400,4,0.6066798567771912,percent rate vote state bill health florida year obama time
8402,-1.176990801292362,"Says judges are using Shariah law in Dearborn, Mich.",religion,Texas,republican,-0.6619854037139481,-0.5082984848049447,-0.5312810064060147,-0.509050973936079,-0.3570006163175212,-1.8710279501246114,say judg use shariah law dearborn mich,"[0.0, 1.0, 0.0, 0.0]",0,0.0,8402,3,0.5499579310417175,percent year state plan would time spend averag last nation
8403,-1.176990801292362,John doesn't have a record in the Senate. John's only passed four bills. They're all about post offices.,job-accomplishments,Delaware,democrat,-0.13146948877678327,-0.2039430261000909,0.000767553817688301,-0.10735964507531112,-0.0958567172089344,1.304747157743362,john record sent john pass four bill post offic,"[0.0, 1.0, 0.0, 0.0]",0,0.0,8403,0,0.46028730273246765,year state feder make fund public iller obama offic would
8404,0.8496243121883177,Georgia has the fifth-highest number of uninsured people of any state in the union.,"medicaid,state-budget",Georgia,none,-0.6619854037139481,-0.5843873494811581,-0.5312810064060147,-0.509050973936079,-0.4440485826870501,0.7184502147523516,georgia fifth highest number uninsured peopl state union,"[0.0, 0.843, 0.157, 0.0772]",0,0.0772,8404,6,0.5259235501289368,state peopl million percent text support sent would country american
8405,0.8496243121883177,"Mitt Romney previously believed ""that abortion should be safe and legal in this country."" Now he is ""prolife.""",abortion,Arizona,republican,0.8331049020180618,0.899345511705004,0.2541240110670707,0.4198602240544468,0.2523351482691813,1.1581729219956092,mitt romney previous believ abort safe legal country prolife,"[0.0, 0.614, 0.386, 0.5267]",0,0.5267,8405,5,0.8999773859977722,presid state every obama country dollar economi would unit call
8406,0.8496243121883177,"Two weeks ago, a man entered the worlds busiest airport in Atlanta, Georgia, carrying a loaded AR-15 automatic weapon with an extended-capacity, 100-round magazine.","guns,public-safety",Georgia,democrat,-0.5172992450947212,-0.5843873494811581,-0.42993842350626177,-0.43373384977468504,-0.4440485826870501,-0.8450082998903431,two week ago man enter world busiest airport atlanta georgia carry load ar automat weapon extend capa round magazin,"[0.105, 0.813, 0.081, -0.128]",0,-0.128,8406,4,0.5168702006340027,percent rate vote state bill health florida year obama time
8407,0.8496243121883177,"Of six Rhode Island tax-credit programs worth about $35 million, three companies got 90 percent of that -- CVS and two companies not even located in the state of Rhode Island.","corporations,debt,deficit,economy,small-business,state-budget,state-finances,taxes",Rhode Island,newsmaker,-0.6619854037139481,-0.5843873494811581,-0.5312810064060147,-0.509050973936079,-0.4440485826870501,-0.4541436712296696,six rode island tax credit program worth million three company got percent cv two company even locat state rode island,"[0.0, 0.8, 0.2, 0.5423]",0,0.5423,8407,4,0.7066202163696289,percent rate vote state bill health florida year obama time
8408,-1.176990801292362,Two years ago we had the largest structural deficit ever in Wisconsin.,state-budget,Wisconsin,republican,0.5919613043193505,0.9754343763812174,0.27945965679200896,0.49517734821584075,0.5134790473777681,0.9627406076652723,two year ago largest structure deficit ever wisconsin,"[0.278, 0.722, 0.0, -0.4019]",0,-0.4019,8408,0,0.5993590354919434,year state feder make fund public iller obama offic would
8409,0.8496243121883177,"A study by the University of Virginia pulls back the curtain on Medicaids tragically bad outcomes, including increased risk of adjusted mortality.","health-care,medicaid",Virginia,republican,-0.6619854037139481,-0.5843873494811581,-0.5059453606810765,-0.509050973936079,-0.4440485826870501,-0.40528559264708536,study univers virginia pull back curtain medicaid tragic bad outcome includ increas risk adjust mortal,"[0.417, 0.583, 0.0, -0.8225]",0,-0.8225,8409,9,0.8999862670898438,year peopl american health woman clinton care sinc trump million
8410,-1.176990801292362,Says Gov. Rick Scott allowed Republican legislators to cut his teacher pay raise proposal by 60 percent.,"education,state-budget",Florida,democrat,-0.6137566841742058,-0.5463429171430514,-0.5312810064060147,-0.509050973936079,-0.4440485826870501,-0.8938663784729273,say gov rick scott allow republican legis cut teacher pay rais propos percent,"[0.227, 0.649, 0.123, -0.1531]",0,-0.1531,8410,7,0.5921773314476013,vote help state year bill democrat company money educ took
8411,-1.176990801292362,Says the New York Times can write a story that they know is false yet they cant basically be sued.,legal-issues,New York,republican,2.3764239272898138,3.7526779370630083,0.7608369255658355,0.4198602240544468,4.865877365854215,1.8910441007343726,say new york time write story know fans yet cant basic su,"[0.0, 1.0, 0.0, 0.0]",0,0.0,8411,2,0.8499621152877808,obama presid barack state percent wisconsin billion sinc feder debt
8412,0.8496243121883177,More Texans have new jobs today than the entire population of Fort Worth.,"economy,jobs",Texas,republican,0.7848761824783195,0.5569456206620436,0.5328161140413914,0.06838031130127485,1.1228148119644705,0.42530174325684605,texan new job today entire popul fort worth,"[0.0, 0.787, 0.213, 0.2263]",0,0.2263,8412,3,0.8499609231948853,percent year state plan would time spend averag last nation
8413,0.8496243121883177,Says Oregon recyclers cant recycle plastic bags,environment,Oregon,democrat,-0.6619854037139481,-0.5463429171430514,-0.5059453606810765,-0.48394526588228104,-0.4440485826870501,-1.8221698715420271,say oregon recycle cant recycle plastic bag,"[0.0, 1.0, 0.0, 0.0]",0,0.0,8413,3,0.6999569535255432,percent year state plan would time spend averag last nation
8416,0.8496243121883177,His biography says he was the top ROTC officer in the nation.,candidates-biography,Rhode Island,republican,-0.6619854037139481,-0.5463429171430514,-0.4806097149561383,-0.509050973936079,-0.4440485826870501,-0.20985327831674835,biography say top rot offic nation,"[0.0, 0.735, 0.265, 0.2023]",0,0.2023,8416,0,0.699909508228302,year state feder make fund public iller obama offic would
8417,-1.176990801292362,Says he could be the first president in modern history to be outspent.,"campaign-finance,history",Illinois,democrat,2.7140249640680096,2.1167673465244192,3.522422309584104,3.5831794388329943,0.33938311463871024,-0.20985327831674835,say could first presid modern histori outspent,"[0.0, 1.0, 0.0, 0.0]",0,0.0,8417,9,0.5902374982833862,year peopl american health woman clinton care sinc trump million
8418,0.8496243121883177,The IRS doesnt have to prove something against you ... youve got the burden of proof.,"legal-issues,taxes",Virginia,republican,-0.6137566841742058,-0.5843873494811581,-0.42993842350626177,-0.43373384977468504,-0.4440485826870501,1.8910441007343726,ir doesn prove cometh you got burden proof,"[0.293, 0.707, 0.0, -0.4404]",0,-0.4404,8418,1,0.6999637484550476,million said health romney govern care weve budget month vote
8419,-1.176990801292362,Florida students take an array of standardized high stakes tests which eat up as much as 45 school days per year.,education,Florida,none,-0.6619854037139481,-0.5463429171430514,-0.5312810064060147,-0.509050973936079,-0.4440485826870501,-0.3564275140645011,florida student take array standard high stake test eat much school day per year,"[0.0, 1.0, 0.0, 0.0]",0,0.0,8419,8,0.9099761843681335,state health care rate unit percent county school spend country
8423,0.8496243121883177,"In 2009, Yost spent 2.5 times more money than it took to run the (prosecutors) office before he got there.",job-accomplishments,Ohio,none,-0.6619854037139481,-0.5843873494811581,-0.5312810064060147,-0.48394526588228104,-0.4440485826870501,0.7184502147523516,most spent time money took run prosecutor offic got,"[0.0, 1.0, 0.0, 0.0]",0,0.0,8423,2,0.438994437456131,obama presid barack state percent wisconsin billion sinc feder debt
8424,0.8496243121883177,"In this bill that Ive just signed, we dont cut anybodys salary. We dont take away their pension. And we dont destroy their health care.","government-efficiency,labor,state-budget",Ohio,republican,-0.22792692785626778,-0.28003189077630436,-0.27792454915663234,-0.057148228967715126,-0.18290468357846335,1.304747157743362,bill ive sign dont cut anybody salary dont take away pension dont destroy health care,"[0.136, 0.622, 0.242, 0.2584]",0,0.2584,8424,8,0.9357003569602966,state health care rate unit percent county school spend country
8425,0.8496243121883177,"The United States is ""seeing greater income inequality now than any time since the 1920s.""",economy,Illinois,democrat,2.7140249640680096,2.1167673465244192,3.522422309584104,3.5831794388329943,0.33938311463871024,0.7184502147523516,unit state see greater incom inept time sinc,"[0.0, 0.737, 0.263, 0.3612]",0,0.3612,8425,8,0.8714011311531067,state health care rate unit percent county school spend country
8426,0.8496243121883177,"My 7-step plan creates 700,000 jobs in 7 years.","economy,government-efficiency,state-budget,taxes",Florida,republican,0.688418743398835,0.2906345942952965,0.4314735311416384,0.3445430998930528,0.16528718189965239,-1.4801633214639378,step plan creat job year,"[0.0, 1.0, 0.0, 0.0]",0,0.0,8426,3,0.5435310006141663,percent year state plan would time spend averag last nation
8427,-1.176990801292362,(U.S. Rep. Jack Kingston) voted to fund (Obamacare).,health-care,Georgia,republican,-0.469070525554979,-0.28003189077630436,-0.45527406923120006,-0.45883955782848307,-0.3570006163175212,-2.213034500202701,u rep jack kingston vote fund obamacare,"[0.0, 1.0, 0.0, 0.0]",0,0.0,8427,7,0.7749354243278503,vote help state year bill democrat company money educ took
8428,-1.176990801292362,The United States Senate Democrats and Republicans (voted) to keep our government open.,"congressional-rules,federal-budget,health-care",Illinois,democrat,2.7140249640680096,2.1167673465244192,3.522422309584104,3.5831794388329943,0.33938311463871024,-1.0404406142206801,unit state sent democrat republican vote keep govern open,"[0.0, 1.0, 0.0, 0.0]",0,0.0,8428,6,0.694785475730896,state peopl million percent text support sent would country american
8430,0.8496243121883177,The $3.6 billion deficit we inherited has turned into more than a half-billion-dollar surplus.,"state-budget,state-finances",Wisconsin,republican,0.5919613043193505,0.9754343763812174,0.27945965679200896,0.49517734821584075,0.5134790473777681,-0.6007179069774221,billion deficit inherit turn half billion dollar surplus,"[0.278, 0.722, 0.0, -0.4019]",0,-0.4019,8430,3,0.8874727487564087,percent year state plan would time spend averag last nation
8431,0.8496243121883177,Says Republican U.S. Rep. Bob Dold continues to side with his Republican leadership and the NRA in blocking consideration of a bill that would keep firearms out of the hands of people on the terrorist watch list.,guns,Illinois,democrat,-0.6619854037139481,-0.5843873494811581,-0.5059453606810765,-0.509050973936079,-0.4440485826870501,0.18101135034392538,say republican u rep bob old continu side republican leadership era block consider bill would keep firearm hand peopl terrorist watch list,"[0.264, 0.625, 0.111, -0.6597]",0,-0.6597,8431,4,0.9437381625175476,percent rate vote state bill health florida year obama time
8432,0.8496243121883177,Says some Wisconsin state employee contracts gave some employees $4 for bringing in their own lunch.,"labor,state-finances",Wisconsin,independent,-0.6137566841742058,-0.5843873494811581,-0.5312810064060147,-0.48394526588228104,-0.3570006163175212,-1.2358729285510168,say wisconsin state employe contract gave employe bring lunch,"[0.0, 1.0, 0.0, 0.0]",0,0.0,8432,2,0.8874831199645996,obama presid barack state percent wisconsin billion sinc feder debt
8434,0.8496243121883177,In the Obama economy ... the youth unemployment rate is double the unemployment rate for all Americans.,"economy,jobs",Massachusetts,republican,0.9777910606372885,0.6330344853382569,0.9381864456404031,0.3194373918392548,1.2098627783339995,0.5230179004220146,obama economi youth unemploy rate doubl unemploy rate american,"[0.0, 1.0, 0.0, 0.0]",0,0.0,8434,4,0.8999783992767334,percent rate vote state bill health florida year obama time
8435,-1.176990801292362,"Amniocentesis, does, in fact, result more often than not in this country in abortion.","abortion,health-care,public-health",Pennsylvania,republican,-0.08324076923704103,0.024323567928549415,-0.20191761198181762,-0.33331101755949305,-0.008808750839405478,1.0604567648304408,amniocentesis fact result often country abort,"[0.0, 1.0, 0.0, 0.0]",0,0.0,8435,5,0.8199688196182251,presid state every obama country dollar economi would unit call
8437,-1.176990801292362,Mr. Warren compared same-sex couples to incest.,"gays-and-lesbians,religion",Massachusetts,democrat,-0.6137566841742058,-0.5843873494811581,-0.4806097149561383,-0.509050973936079,-0.4440485826870501,-1.2358729285510168,mr warren compar sex coupl incest,"[0.0, 1.0, 0.0, 0.0]",0,0.0,8437,3,0.6999836564064026,percent year state plan would time spend averag last nation
8439,-1.176990801292362,Says we got a chance to pass what I think is Oregons first human trafficking bill which has increased by 66 percent the calls to the human trafficking hotline.,human-rights,Oregon,democrat,-0.6137566841742058,-0.5463429171430514,-0.5312810064060147,-0.4086281417208871,-0.4440485826870501,1.3536052363259463,say got chanc pas think oregon first human traffick bill increas percent call human traffick hotline,"[0.0, 1.0, 0.0, 0.0]",0,0.0,8439,3,0.9099828004837036,percent year state plan would time spend averag last nation
8440,-1.176990801292362,"Iran ""might not be a superpower, but the threat the government of Iran poses is anything but 'tiny,'"" as Obama says.",foreign-policy,Arizona,republican,0.8331049020180618,0.899345511705004,0.2541240110670707,0.4198602240544468,0.2523351482691813,0.03443711459617262,iran might superlow threat govern iran pose anoth tini obama say,"[0.254, 0.746, 0.0, -0.5267]",0,-0.5267,8440,1,0.8499757647514343,million said health romney govern care weve budget month vote
8442,0.8496243121883177,Of minimum wage workers in Rhode Island only 14 percent serve as sole income earner for their family.,"economy,jobs",Rhode Island,newsmaker,-0.6137566841742058,-0.5463429171430514,-0.5059453606810765,-0.509050973936079,-0.3570006163175212,-0.8450082998903431,minimum wage worker rode island percent serv sole incom earner famili,"[0.0, 1.0, 0.0, 0.0]",0,0.0,8442,3,0.7434425950050354,percent year state plan would time spend averag last nation
8443,0.8496243121883177,From the Do As I Say Not As I Do department: federal employees owe $3.3 billion in back taxes.,taxes,Texas,republican,-0.6137566841742058,-0.5843873494811581,-0.45527406923120006,-0.48394526588228104,-0.4440485826870501,-1.284731007133601,say depart feder employe owe billion back tax,"[0.0, 1.0, 0.0, 0.0]",0,0.0,8443,2,0.8499712347984314,obama presid barack state percent wisconsin billion sinc feder debt
8444,-1.176990801292362,"John Boehner has called for repealing the rest of the stimulus, which would raise taxes on 110 million middle class people.","stimulus,taxes,abc-news-week",Illinois,democrat,-0.6619854037139481,-0.5463429171430514,-0.5312810064060147,-0.43373384977468504,-0.4440485826870501,0.7673082933349358,john boehner call repeal rest stimulus would rais tax million middle class peopl,"[0.0, 1.0, 0.0, 0.0]",0,0.0,8444,6,0.9249823093414307,state peopl million percent text support sent would country american
